year_BP,d18O,d13C,REF
27252,-3.63,-8.75,
27275,-3.56,-8.59,
27299,-3.6,-8.96,
27322,-3.5,-8.68,
27346,-3.58,-9.12,
27369,-3.58,-8.77,
27393,-3.61,-8.69,
27416,-3.47,-8.32,
27440,-3.45,-8.23,
27463,-3.53,-8.33,
27487,-3.46,-8.24,
27510,-3.46,-8.34,
27533,-3.48,-8,
27557,-4.12,-8.17,
27580,-3.85,-8.35,
27604,-3.68,-8.45,
27627,-3.34,-6.73,
27643,-3.74,-7.66,
27658,-3.67,-8.07,
27673,-3.75,-8.05,
27689,-3.73,-8.52,
27704,-3.75,-8,
27719,-3.73,-8.02,
27734,-3.8,-8.12,
27750,-3.69,-7.94,
27765,-3.82,-7.87,
27780,-3.82,-8.04,
27796,-3.52,-7.28,
27811,-3.86,-7.6,
27826,-3.89,-8.31,
27842,-3.61,-7.33,
27873,-3.98,-7.57,
27905,-3.91,-7.52,
27937,-4.08,-7.48,
27969,-4.07,-7.89,
28000,-4.18,-7.92,
28032,-4.24,-8.32,
28064,-4.38,-8.26,
28095,-4.45,-8.31,
28127,-4.53,-8.23,
28159,-4.12,-7.28,
28191,-4.01,-7.27,
28222,-4.12,-7.25,
28254,-4.18,-7.03,
28286,-4.2,-8.43,
