Speleothem_ID,distance_mm,Age_kyBP,d18O,d13C,Ref
NAR-F,288,209.62,-7.64,-9.4,Cheng et al. 2013; Nat. Comms
NAR-F,291,209.63,-7.76,-9.65,Cheng et al. 2013; Nat. Comms
NAR-F,294,209.64,-7.72,-9.95,Cheng et al. 2013; Nat. Comms
NAR-F,297,209.65,-7.52,-9.29,Cheng et al. 2013; Nat. Comms
NAR-F,300,209.66,-7.93,-9.85,Cheng et al. 2013; Nat. Comms
NAR-F,303,209.67,-7.55,-9.37,Cheng et al. 2013; Nat. Comms
NAR-F,306,209.68,-7.53,-9.9,Cheng et al. 2013; Nat. Comms
NAR-F,309.3,209.69,-7.37,-9.85,Cheng et al. 2013; Nat. Comms
NAR-F,312.5,209.7,-7.36,-9.97,Cheng et al. 2013; Nat. Comms
NAR-F,315.8,209.71,-7.34,-9.86,Cheng et al. 2013; Nat. Comms
NAR-F,319,209.72,-7.29,-9.82,Cheng et al. 2013; Nat. Comms
NAR-F,322.3,209.73,-7.28,-9.9,Cheng et al. 2013; Nat. Comms
NAR-F,325.5,209.74,-7.09,-9.58,Cheng et al. 2013; Nat. Comms
NAR-F,328.8,209.75,-6.92,-9.54,Cheng et al. 2013; Nat. Comms
NAR-F,332,209.76,-6.98,-9.55,Cheng et al. 2013; Nat. Comms
NAR-F,335.3,209.77,-7.08,-9.41,Cheng et al. 2013; Nat. Comms
NAR-F,338.5,209.78,-7.41,-9.79,Cheng et al. 2013; Nat. Comms
NAR-F,341.9,209.79,-7.47,-9.72,Cheng et al. 2013; Nat. Comms
NAR-F,345.2,209.79,-7.05,-9.51,Cheng et al. 2013; Nat. Comms
NAR-F,348.6,209.8,-7.22,-9.74,Cheng et al. 2013; Nat. Comms
NAR-F,351.9,209.81,-6.86,-9.21,Cheng et al. 2013; Nat. Comms
NAR-F,355.3,209.82,-7.07,-9.3,Cheng et al. 2013; Nat. Comms
NAR-F,358.6,210.75,-7.21,-9.35,Cheng et al. 2013; Nat. Comms
NAR-F,362,211.68,-7.01,-9.58,Cheng et al. 2013; Nat. Comms
NAR-F,365.3,211.69,-7.16,-9.89,Cheng et al. 2013; Nat. Comms
NAR-F,368.7,211.69,-6.98,-9.78,Cheng et al. 2013; Nat. Comms
NAR-F,372,211.7,-7,-9.76,Cheng et al. 2013; Nat. Comms
NAR-F,375.3,211.71,-7.23,-9.48,Cheng et al. 2013; Nat. Comms
NAR-F,378.6,211.71,-7.1,-9.85,Cheng et al. 2013; Nat. Comms
NAR-F,381.9,211.72,-7.27,-9.86,Cheng et al. 2013; Nat. Comms
NAR-F,385.2,211.72,-6.92,-9.67,Cheng et al. 2013; Nat. Comms
NAR-F,388.5,211.73,-7.23,-9.64,Cheng et al. 2013; Nat. Comms
NAR-F,391.8,211.74,-6.98,-9.84,Cheng et al. 2013; Nat. Comms
NAR-F,395.1,211.74,-7.01,-9.63,Cheng et al. 2013; Nat. Comms
NAR-F,398.4,211.75,-7.14,-9.74,Cheng et al. 2013; Nat. Comms
NAR-F,401.7,211.76,-7.17,-9.3,Cheng et al. 2013; Nat. Comms
NAR-F,405,211.76,-7,-9.61,Cheng et al. 2013; Nat. Comms
NAR-F,408.1,211.77,-7.33,-9.6,Cheng et al. 2013; Nat. Comms
NAR-F,411.1,211.77,-7.08,-9.52,Cheng et al. 2013; Nat. Comms
NAR-F,414.2,211.78,-7.2,-9.47,Cheng et al. 2013; Nat. Comms
NAR-F,417.2,211.79,-7.17,-9.67,Cheng et al. 2013; Nat. Comms
NAR-F,420.3,211.79,-7.04,-9.58,Cheng et al. 2013; Nat. Comms
NAR-F,423.3,211.8,,,Cheng et al. 2013; Nat. Comms
NAR-F,426.4,211.81,-7.16,-9.73,Cheng et al. 2013; Nat. Comms
NAR-F,429.4,211.81,-6.99,-9.39,Cheng et al. 2013; Nat. Comms
NAR-F,432.5,211.82,-7.02,-9.57,Cheng et al. 2013; Nat. Comms
NAR-F,435.5,211.82,-7.17,-9.59,Cheng et al. 2013; Nat. Comms
NAR-F,437.9,211.83,-7.17,-9.25,Cheng et al. 2013; Nat. Comms
NAR-F,440.2,211.84,-6.56,-8.96,Cheng et al. 2013; Nat. Comms
NAR-F,442.6,211.84,-6.76,-8.99,Cheng et al. 2013; Nat. Comms
NAR-F,444.9,211.85,-6.88,-9.31,Cheng et al. 2013; Nat. Comms
NAR-F,447.3,222.79,-8.01,-8.12,Cheng et al. 2013; Nat. Comms
NAR-F,449.6,222.9,-7.77,-7.76,Cheng et al. 2013; Nat. Comms
NAR-F,452,223.02,-7.85,-7.62,Cheng et al. 2013; Nat. Comms
NAR-F,454.3,223.13,-7.99,-8.22,Cheng et al. 2013; Nat. Comms
NAR-F,456.7,223.24,-7.68,-7.76,Cheng et al. 2013; Nat. Comms
NAR-F,459,223.35,-7.77,-7.54,Cheng et al. 2013; Nat. Comms
NAR-F,460.8,223.46,-7.74,-7.83,Cheng et al. 2013; Nat. Comms
NAR-F,462.6,223.57,-7.69,-7.92,Cheng et al. 2013; Nat. Comms
NAR-F,464.4,223.68,-8,-7.83,Cheng et al. 2013; Nat. Comms
NAR-F,466.2,223.79,-7.81,-8.31,Cheng et al. 2013; Nat. Comms
NAR-F,468,223.9,-7.81,-8.26,Cheng et al. 2013; Nat. Comms
NAR-F,469.8,224.02,-8.25,-8.23,Cheng et al. 2013; Nat. Comms
NAR-F,471.6,224.13,-7.89,-8.17,Cheng et al. 2013; Nat. Comms
NAR-F,473.4,224.24,-7.92,-8.24,Cheng et al. 2013; Nat. Comms
NAR-F,475.2,224.35,-7.8,-8.53,Cheng et al. 2013; Nat. Comms
NAR-F,477,224.46,-7.67,-8.32,Cheng et al. 2013; Nat. Comms
NAR-F,478.9,224.57,-7.98,-8.31,Cheng et al. 2013; Nat. Comms
NAR-F,480.8,224.68,-7.92,-8.3,Cheng et al. 2013; Nat. Comms
NAR-F,482.7,224.79,-8,-8.3,Cheng et al. 2013; Nat. Comms
NAR-F,484.6,224.9,-8.03,-8.39,Cheng et al. 2013; Nat. Comms
NAR-F,486.5,225.01,-7.89,-8.38,Cheng et al. 2013; Nat. Comms
NAR-F,488.4,225.13,-8.06,-8.39,Cheng et al. 2013; Nat. Comms
NAR-F,490.3,225.24,-7.62,-8.3,Cheng et al. 2013; Nat. Comms
NAR-F,492.2,225.35,-7.73,-8.16,Cheng et al. 2013; Nat. Comms
NAR-F,494.1,225.46,-7.59,-8.03,Cheng et al. 2013; Nat. Comms
NAR-F,496,225.57,-7.41,-8.07,Cheng et al. 2013; Nat. Comms
NAR-F,497.8,225.68,-7.6,-8.11,Cheng et al. 2013; Nat. Comms
NAR-F,499.6,225.79,-7.75,-8.27,Cheng et al. 2013; Nat. Comms
NAR-F,501.4,225.9,-7.77,-8.09,Cheng et al. 2013; Nat. Comms
NAR-F,503.2,226.01,-7.55,-7.83,Cheng et al. 2013; Nat. Comms
NAR-F,505,226.12,-7.52,-8,Cheng et al. 2013; Nat. Comms
NAR-F,506.8,226.24,-7.69,-8.02,Cheng et al. 2013; Nat. Comms
NAR-F,508.6,226.35,-7.95,-8.2,Cheng et al. 2013; Nat. Comms
NAR-F,510.4,226.46,-8.17,-8.22,Cheng et al. 2013; Nat. Comms
NAR-F,512.2,226.57,-8.08,-8.29,Cheng et al. 2013; Nat. Comms
NAR-F,514,226.68,-8.4,-8.09,Cheng et al. 2013; Nat. Comms
NAR-F,515.9,226.79,-8,-7.97,Cheng et al. 2013; Nat. Comms
NAR-F,517.8,226.9,-8.13,-8.16,Cheng et al. 2013; Nat. Comms
NAR-F,519.7,227.01,-8.47,-8.57,Cheng et al. 2013; Nat. Comms
NAR-F,521.6,227.12,-8.37,-8.11,Cheng et al. 2013; Nat. Comms
NAR-F,523.5,227.24,-8.47,-8.18,Cheng et al. 2013; Nat. Comms
NAR-F,525.4,227.35,-8.57,-8.4,Cheng et al. 2013; Nat. Comms
NAR-F,527.3,227.46,-8.74,-8.47,Cheng et al. 2013; Nat. Comms
NAR-F,529.2,227.57,-8.81,-8.36,Cheng et al. 2013; Nat. Comms
NAR-F,531.1,227.68,-8.66,-8.3,Cheng et al. 2013; Nat. Comms
NAR-F,533,227.79,-8.51,-8.39,Cheng et al. 2013; Nat. Comms
NAR-F,534.6,227.9,-8.27,-8.43,Cheng et al. 2013; Nat. Comms
NAR-F,536.1,228.01,-8.56,-8.44,Cheng et al. 2013; Nat. Comms
NAR-F,537.7,228.12,-8.68,-8.38,Cheng et al. 2013; Nat. Comms
NAR-F,539.2,228.23,-8.53,-8.19,Cheng et al. 2013; Nat. Comms
NAR-F,540.8,228.35,-8.51,-8.02,Cheng et al. 2013; Nat. Comms
NAR-F,542.3,228.46,-8.46,-8.04,Cheng et al. 2013; Nat. Comms
NAR-F,543.9,228.57,-8.66,-8.62,Cheng et al. 2013; Nat. Comms
NAR-F,545.4,228.68,-8.39,-8.33,Cheng et al. 2013; Nat. Comms
NAR-F,547,228.79,-8.67,-8.56,Cheng et al. 2013; Nat. Comms
NAR-F,548.5,228.9,-8.45,-8.46,Cheng et al. 2013; Nat. Comms
NAR-F,550.5,229.01,-8.5,-8.66,Cheng et al. 2013; Nat. Comms
NAR-F,552.4,229.12,-8.38,-8.63,Cheng et al. 2013; Nat. Comms
NAR-F,554.4,229.23,-8.17,-8.54,Cheng et al. 2013; Nat. Comms
NAR-F,556.3,229.35,-8.45,-8.89,Cheng et al. 2013; Nat. Comms
NAR-F,558.3,229.46,-8.38,-8.96,Cheng et al. 2013; Nat. Comms
NAR-F,560.2,229.57,-8.24,-8.62,Cheng et al. 2013; Nat. Comms
NAR-F,562.2,229.68,-8.35,-8.68,Cheng et al. 2013; Nat. Comms
NAR-F,564.1,229.79,-8.48,-8.53,Cheng et al. 2013; Nat. Comms
NAR-F,566.1,229.9,-8.85,-7.99,Cheng et al. 2013; Nat. Comms
NAR-F,568,230.01,-8.63,-8.49,Cheng et al. 2013; Nat. Comms
NAR-F,569.4,230.12,-8.22,-8.26,Cheng et al. 2013; Nat. Comms
NAR-F,570.8,230.23,-8.81,-9.18,Cheng et al. 2013; Nat. Comms
NAR-F,572.2,230.37,,,Cheng et al. 2013; Nat. Comms
NAR-F,573.6,230.51,-8.79,-9.18,Cheng et al. 2013; Nat. Comms
NAR-F,575,230.64,-8.56,-9.35,Cheng et al. 2013; Nat. Comms
NAR-F,576.4,230.78,-8.52,-9.25,Cheng et al. 2013; Nat. Comms
NAR-F,577.8,230.92,-9.06,-9.33,Cheng et al. 2013; Nat. Comms
NAR-F,579.2,231.05,-8.74,-9.1,Cheng et al. 2013; Nat. Comms
NAR-F,580.6,231.19,-8.87,-9.11,Cheng et al. 2013; Nat. Comms
NAR-F,582,231.33,-8.96,-9.11,Cheng et al. 2013; Nat. Comms
NAR-F,583.4,231.46,-8.99,-8.95,Cheng et al. 2013; Nat. Comms
NAR-F,584.8,231.6,-8.45,-8.66,Cheng et al. 2013; Nat. Comms
NAR-F,586.2,231.74,-8.86,-8.82,Cheng et al. 2013; Nat. Comms
NAR-F,587.6,231.88,-8.78,-8.69,Cheng et al. 2013; Nat. Comms
NAR-F,589,232.01,-8.76,-8.87,Cheng et al. 2013; Nat. Comms
NAR-F,590.4,232.15,-8.44,-8.73,Cheng et al. 2013; Nat. Comms
NAR-F,591.8,232.29,-8.8,-8.85,Cheng et al. 2013; Nat. Comms
NAR-F,593.2,232.42,-8.85,-9.25,Cheng et al. 2013; Nat. Comms
NAR-F,594.6,232.56,-8.69,-9.29,Cheng et al. 2013; Nat. Comms
NAR-F,596,232.7,-8.77,-9.27,Cheng et al. 2013; Nat. Comms
NAR-F,597.8,232.83,-8.45,-9.02,Cheng et al. 2013; Nat. Comms
NAR-F,599.6,232.97,-8.64,-9.19,Cheng et al. 2013; Nat. Comms
NAR-F,601.4,233.11,-8.28,-9.32,Cheng et al. 2013; Nat. Comms
NAR-F,603.2,233.24,-8.61,-9.42,Cheng et al. 2013; Nat. Comms
NAR-F,605,233.38,-8.44,-9.48,Cheng et al. 2013; Nat. Comms
NAR-F,606.8,233.52,-8.37,-9.49,Cheng et al. 2013; Nat. Comms
NAR-F,608.6,233.65,-8.53,-9.54,Cheng et al. 2013; Nat. Comms
NAR-F,610.4,233.79,-8.26,-9.59,Cheng et al. 2013; Nat. Comms
NAR-F,612.2,233.93,-8.54,-9.64,Cheng et al. 2013; Nat. Comms
NAR-F,614,234.06,-8.38,-9.35,Cheng et al. 2013; Nat. Comms
NAR-F,615.5,234.14,-8.33,-9.53,Cheng et al. 2013; Nat. Comms
NAR-F,617,234.22,-8.27,-9.51,Cheng et al. 2013; Nat. Comms
NAR-F,618.5,234.29,-8.15,-9.5,Cheng et al. 2013; Nat. Comms
NAR-F,620,234.37,-7.67,-9.16,Cheng et al. 2013; Nat. Comms
NAR-F,621.5,234.44,-7.67,-9.16,Cheng et al. 2013; Nat. Comms
NAR-F,623,234.52,-7.97,-9.88,Cheng et al. 2013; Nat. Comms
NAR-F,624.5,234.6,-8.05,-9.84,Cheng et al. 2013; Nat. Comms
NAR-F,626,234.67,-7.45,-9.38,Cheng et al. 2013; Nat. Comms
NAR-F,627.5,234.75,-7.21,-9.38,Cheng et al. 2013; Nat. Comms
NAR-F,629,234.83,-7.31,-9.58,Cheng et al. 2013; Nat. Comms
NAR-F,630.6,234.9,-7.18,-9.63,Cheng et al. 2013; Nat. Comms
NAR-F,632.1,234.98,-7.22,-9.65,Cheng et al. 2013; Nat. Comms
NAR-F,633.7,235.05,,,Cheng et al. 2013; Nat. Comms
NAR-F,635.2,235.13,-7.46,-9.66,Cheng et al. 2013; Nat. Comms
NAR-F,636.8,235.21,-7.11,-9.64,Cheng et al. 2013; Nat. Comms
NAR-F,638.3,235.28,-7.12,-9.58,Cheng et al. 2013; Nat. Comms
NAR-F,639.9,235.36,-6.84,-9.32,Cheng et al. 2013; Nat. Comms
NAR-F,641.4,235.43,-6.87,-9.24,Cheng et al. 2013; Nat. Comms
NAR-F,643,235.51,-6.87,-9.42,Cheng et al. 2013; Nat. Comms
NAR-F,644.5,235.59,-6.71,-9.31,Cheng et al. 2013; Nat. Comms
NAR-F,646.1,235.66,-6.93,-9.34,Cheng et al. 2013; Nat. Comms
NAR-F,647.6,235.74,-6.79,-9.51,Cheng et al. 2013; Nat. Comms
NAR-F,649.2,235.81,-7.03,-9.57,Cheng et al. 2013; Nat. Comms
NAR-F,650.7,235.89,,,Cheng et al. 2013; Nat. Comms
NAR-F,652.3,235.97,-6.84,-9.44,Cheng et al. 2013; Nat. Comms
NAR-F,653.8,236.04,-6.93,-9.4,Cheng et al. 2013; Nat. Comms
NAR-F,655.4,236.12,-7.04,-9.62,Cheng et al. 2013; Nat. Comms
NAR-F,656.9,236.19,-6.74,-9.43,Cheng et al. 2013; Nat. Comms
NAR-F,658.5,236.27,-6.88,-9.22,Cheng et al. 2013; Nat. Comms
NAR-F,660,236.35,,,Cheng et al. 2013; Nat. Comms
NAR-F,661.4,236.42,-7.01,-9.23,Cheng et al. 2013; Nat. Comms
NAR-F,662.8,236.5,-6.67,-9.24,Cheng et al. 2013; Nat. Comms
NAR-F,664.2,236.57,-6.92,-9.36,Cheng et al. 2013; Nat. Comms
NAR-F,665.6,236.65,-7.13,-9.4,Cheng et al. 2013; Nat. Comms
NAR-F,667,236.73,-7.13,-9.49,Cheng et al. 2013; Nat. Comms
NAR-F,668.4,236.8,-6.82,-9.43,Cheng et al. 2013; Nat. Comms
NAR-F,669.8,236.88,-6.84,-9.49,Cheng et al. 2013; Nat. Comms
NAR-F,671.2,236.96,-6.93,-9.4,Cheng et al. 2013; Nat. Comms
NAR-F,672.6,237.03,-6.66,-9.31,Cheng et al. 2013; Nat. Comms
NAR-F,674,237.11,-6.64,-9.47,Cheng et al. 2013; Nat. Comms
