Speleothem_ID,distance_mm,Age_kyBP,d18O,d13C,Ref
NAR-C,80.1,59.67,-7.53,-7.81,Cheng et al. 2013; Nat. Comms
NAR-C,80.2,59.89,-7.98,-8.26,Cheng et al. 2013; Nat. Comms
NAR-C,80.2,60.1,,,Cheng et al. 2013; Nat. Comms
NAR-C,80.3,60.31,-7.87,-8.63,Cheng et al. 2013; Nat. Comms
NAR-C,80.3,60.52,-7.9,-8.6,Cheng et al. 2013; Nat. Comms
NAR-C,80.4,60.74,-7.9,-8.75,Cheng et al. 2013; Nat. Comms
NAR-C,80.4,60.95,-7.88,-8.45,Cheng et al. 2013; Nat. Comms
NAR-C,80.5,61.16,-7.86,-8.85,Cheng et al. 2013; Nat. Comms
NAR-C,80.6,61.36,-7.86,-8.53,Cheng et al. 2013; Nat. Comms
NAR-C,80.6,61.55,-7.91,-8.68,Cheng et al. 2013; Nat. Comms
NAR-C,80.7,61.74,-7.9,-8.64,Cheng et al. 2013; Nat. Comms
NAR-C,80.7,61.81,-8.1,-8.97,Cheng et al. 2013; Nat. Comms
NAR-C,80.8,61.87,-7.97,-9.07,Cheng et al. 2013; Nat. Comms
NAR-C,80.8,61.94,-8.21,-9.03,Cheng et al. 2013; Nat. Comms
NAR-C,80.9,62,,,Cheng et al. 2013; Nat. Comms
NAR-C,80.9,62.06,-8.05,-9.52,Cheng et al. 2013; Nat. Comms
NAR-C,81,62.13,-8.26,-9.56,Cheng et al. 2013; Nat. Comms
NAR-C,81,62.19,-8.34,-9.43,Cheng et al. 2013; Nat. Comms
NAR-C,81,62.25,-8.22,-9.65,Cheng et al. 2013; Nat. Comms
NAR-C,81.1,62.31,-8.32,-9.19,Cheng et al. 2013; Nat. Comms
NAR-C,81.1,62.36,-8.25,-9.2,Cheng et al. 2013; Nat. Comms
NAR-C,81.2,62.42,-8.03,-9.16,Cheng et al. 2013; Nat. Comms
NAR-C,81.2,62.48,-7.92,-9.07,Cheng et al. 2013; Nat. Comms
NAR-C,81.3,62.54,-7.93,-8.65,Cheng et al. 2013; Nat. Comms
NAR-C,81.3,62.59,-8.14,-8.56,Cheng et al. 2013; Nat. Comms
NAR-C,81.4,62.65,-8.07,-8.74,Cheng et al. 2013; Nat. Comms
NAR-C,81.4,62.71,-7.96,-8.89,Cheng et al. 2013; Nat. Comms
NAR-C,81.5,62.77,-7.96,-8.6,Cheng et al. 2013; Nat. Comms
NAR-C,81.5,62.82,-8.01,-8.81,Cheng et al. 2013; Nat. Comms
NAR-C,81.5,62.87,-8.13,-8.59,Cheng et al. 2013; Nat. Comms
NAR-C,81.6,62.92,-7.96,-8.74,Cheng et al. 2013; Nat. Comms
NAR-C,81.6,63.1,-8.08,-8.73,Cheng et al. 2013; Nat. Comms
NAR-C,81.7,63.16,-7.98,-8.5,Cheng et al. 2013; Nat. Comms
NAR-C,81.7,63.21,-7.87,-8.5,Cheng et al. 2013; Nat. Comms
NAR-C,81.7,63.27,-7.83,-8.46,Cheng et al. 2013; Nat. Comms
NAR-C,81.8,63.33,-7.85,-8.44,Cheng et al. 2013; Nat. Comms
NAR-C,81.8,63.38,-7.83,-8.29,Cheng et al. 2013; Nat. Comms
NAR-C,81.9,63.44,-7.8,-8.35,Cheng et al. 2013; Nat. Comms
NAR-C,81.9,63.49,-7.86,-8.56,Cheng et al. 2013; Nat. Comms
NAR-C,81.9,63.53,-7.91,-8.68,Cheng et al. 2013; Nat. Comms
NAR-C,81.9,63.57,-8.03,-8.67,Cheng et al. 2013; Nat. Comms
NAR-C,82,63.61,-8.08,-8.48,Cheng et al. 2013; Nat. Comms
NAR-C,82,63.66,-8.1,-8.71,Cheng et al. 2013; Nat. Comms
NAR-C,82,63.7,-8.03,-8.45,Cheng et al. 2013; Nat. Comms
NAR-C,82.1,63.75,,,Cheng et al. 2013; Nat. Comms
NAR-C,82.1,63.8,-8.04,-8.3,Cheng et al. 2013; Nat. Comms
NAR-C,82.1,63.86,-7.77,-8.35,Cheng et al. 2013; Nat. Comms
NAR-C,82.2,63.91,-7.83,-8.33,Cheng et al. 2013; Nat. Comms
NAR-C,82.2,63.94,-7.65,-8.25,Cheng et al. 2013; Nat. Comms
NAR-C,82.3,63.98,-7.8,-8.27,Cheng et al. 2013; Nat. Comms
NAR-C,82.3,64.01,-7.73,-8.21,Cheng et al. 2013; Nat. Comms
NAR-C,82.4,64.04,-7.77,-8.17,Cheng et al. 2013; Nat. Comms
NAR-C,82.4,64.08,,,Cheng et al. 2013; Nat. Comms
NAR-C,82.5,64.11,-7.71,-8.15,Cheng et al. 2013; Nat. Comms
NAR-C,82.5,64.15,-7.69,-8.36,Cheng et al. 2013; Nat. Comms
NAR-C,82.6,64.18,-7.75,-8.47,Cheng et al. 2013; Nat. Comms
NAR-C,82.6,64.21,-7.61,-8.23,Cheng et al. 2013; Nat. Comms
NAR-C,82.7,64.25,-7.71,-8.19,Cheng et al. 2013; Nat. Comms
NAR-C,82.7,64.28,-7.46,-8.08,Cheng et al. 2013; Nat. Comms
NAR-C,82.8,64.32,-7.37,-8.28,Cheng et al. 2013; Nat. Comms
NAR-C,82.8,64.36,-7.28,-8.52,Cheng et al. 2013; Nat. Comms
NAR-C,82.9,64.4,-7.33,-8.46,Cheng et al. 2013; Nat. Comms
NAR-C,82.9,64.69,-7.48,-8.72,Cheng et al. 2013; Nat. Comms
NAR-C,83,64.98,-7.23,-8.61,Cheng et al. 2013; Nat. Comms
NAR-C,83,65.26,-7.51,-9.19,Cheng et al. 2013; Nat. Comms
NAR-C,83.1,65.55,-7.55,-9.19,Cheng et al. 2013; Nat. Comms
NAR-C,83.1,65.84,-7.82,-9.79,Cheng et al. 2013; Nat. Comms
NAR-C,83.2,66.13,-7.65,-9.66,Cheng et al. 2013; Nat. Comms
NAR-C,83.3,66.42,,,Cheng et al. 2013; Nat. Comms
NAR-C,83.3,66.71,-7.11,-9.43,Cheng et al. 2013; Nat. Comms
NAR-C,83.4,66.77,-6.99,-8.93,Cheng et al. 2013; Nat. Comms
NAR-C,83.4,66.83,,,Cheng et al. 2013; Nat. Comms
NAR-C,83.5,66.89,,,Cheng et al. 2013; Nat. Comms
NAR-C,83.5,66.95,-7.42,-8.23,Cheng et al. 2013; Nat. Comms
NAR-C,83.6,67.01,-7.32,-8.77,Cheng et al. 2013; Nat. Comms
NAR-C,83.6,67.07,-7.43,-8.55,Cheng et al. 2013; Nat. Comms
NAR-C,83.7,67.14,-7.37,-8.54,Cheng et al. 2013; Nat. Comms
NAR-C,83.8,67.2,-7.5,-8.7,Cheng et al. 2013; Nat. Comms
NAR-C,83.8,67.28,-7.59,-9.23,Cheng et al. 2013; Nat. Comms
NAR-C,83.9,67.36,-7.37,-9.23,Cheng et al. 2013; Nat. Comms
NAR-C,84,67.44,-7.29,-9.05,Cheng et al. 2013; Nat. Comms
NAR-C,84.1,67.53,-7.15,-7.09,Cheng et al. 2013; Nat. Comms
NAR-C,84.1,67.61,-7.32,-9.12,Cheng et al. 2013; Nat. Comms
NAR-C,84.2,67.69,-7.38,-9.25,Cheng et al. 2013; Nat. Comms
NAR-C,84.3,67.77,-7.34,-9.18,Cheng et al. 2013; Nat. Comms
NAR-C,84.4,67.86,-7.34,-9.18,Cheng et al. 2013; Nat. Comms
NAR-C,84.4,67.94,-7.53,-9.2,Cheng et al. 2013; Nat. Comms
NAR-C,84.5,68.02,-7.39,-9.13,Cheng et al. 2013; Nat. Comms
NAR-C,84.6,68.13,-7.15,-9.11,Cheng et al. 2013; Nat. Comms
NAR-C,84.7,68.71,-7.34,-8.92,Cheng et al. 2013; Nat. Comms
NAR-C,84.8,69.29,-7.36,-8.93,Cheng et al. 2013; Nat. Comms
NAR-C,84.9,69.7,-7.52,-8.98,Cheng et al. 2013; Nat. Comms
NAR-C,84.9,70.05,-7.34,-8.16,Cheng et al. 2013; Nat. Comms
NAR-C,85,70.4,-7.28,-8.26,Cheng et al. 2013; Nat. Comms
NAR-C,85.1,70.74,-7.41,-8.25,Cheng et al. 2013; Nat. Comms
NAR-C,85.2,71.09,-7.64,-8.12,Cheng et al. 2013; Nat. Comms
NAR-C,85.2,71.44,-8.04,-8.55,Cheng et al. 2013; Nat. Comms
NAR-C,85.3,71.78,-8.71,-8.27,Cheng et al. 2013; Nat. Comms
NAR-C,85.4,72.1,-8.13,-8.82,Cheng et al. 2013; Nat. Comms
NAR-C,85.4,72.42,-7.94,-8.81,Cheng et al. 2013; Nat. Comms
NAR-C,85.5,72.73,-8.4,-8.5,Cheng et al. 2013; Nat. Comms
NAR-C,85.6,73.05,,,Cheng et al. 2013; Nat. Comms
NAR-C,85.6,73.36,-8.3,-8.9,Cheng et al. 2013; Nat. Comms
NAR-C,85.7,73.62,-8.5,-8.9,Cheng et al. 2013; Nat. Comms
NAR-C,85.8,73.87,-7.97,-8.64,Cheng et al. 2013; Nat. Comms
NAR-C,85.8,74.12,-7.8,-8.83,Cheng et al. 2013; Nat. Comms
NAR-C,85.9,74.37,-7.5,-8.21,Cheng et al. 2013; Nat. Comms
NAR-C,86,74.63,-7.71,-8.35,Cheng et al. 2013; Nat. Comms
NAR-C,86,74.94,-8.01,-8.46,Cheng et al. 2013; Nat. Comms
NAR-C,86.1,75.25,-7.66,-8.31,Cheng et al. 2013; Nat. Comms
NAR-C,86.2,75.56,-7.01,-7.87,Cheng et al. 2013; Nat. Comms
NAR-C,86.3,75.87,-7.25,-8.21,Cheng et al. 2013; Nat. Comms
NAR-C,86.4,76.18,-7.65,-8.1,Cheng et al. 2013; Nat. Comms
NAR-C,86.4,76.49,-7.75,-7.97,Cheng et al. 2013; Nat. Comms
NAR-C,86.5,76.77,-8.02,-8.34,Cheng et al. 2013; Nat. Comms
NAR-C,86.6,77.06,-8.07,-8.4,Cheng et al. 2013; Nat. Comms
NAR-C,86.7,77.34,-8.16,-8.45,Cheng et al. 2013; Nat. Comms
NAR-C,86.8,77.63,-8.08,-8.62,Cheng et al. 2013; Nat. Comms
NAR-C,86.8,77.82,-7.76,-8.27,Cheng et al. 2013; Nat. Comms
NAR-C,86.9,78.02,-7.39,-8.04,Cheng et al. 2013; Nat. Comms
NAR-C,86.9,78.21,-7.32,-8.14,Cheng et al. 2013; Nat. Comms
NAR-C,87,80.08,-7.32,-8.27,Cheng et al. 2013; Nat. Comms
NAR-C,87,80.79,-6.79,-8.76,Cheng et al. 2013; Nat. Comms
NAR-C,87.1,81.49,-6.7,-8.89,Cheng et al. 2013; Nat. Comms
NAR-C,87.1,82.19,-6.5,-8.91,Cheng et al. 2013; Nat. Comms
NAR-C,87.2,82.89,-6.6,-9.06,Cheng et al. 2013; Nat. Comms
NAR-C,87.2,83.59,-6.42,-9.06,Cheng et al. 2013; Nat. Comms
NAR-C,87.3,84.29,-6.32,-8.97,Cheng et al. 2013; Nat. Comms
NAR-C,87.4,85.28,-6.95,-8.34,Cheng et al. 2013; Nat. Comms
NAR-C,87.4,86.27,-6.77,-8.48,Cheng et al. 2013; Nat. Comms
NAR-C,87.5,88.25,-7.72,-8.02,Cheng et al. 2013; Nat. Comms
NAR-C,96.1,119.41,-7.73,-6.98,Cheng et al. 2013; Nat. Comms
NAR-C,96.1,119.49,-7.65,-7.01,Cheng et al. 2013; Nat. Comms
NAR-C,96.2,119.57,-7.78,-7.31,Cheng et al. 2013; Nat. Comms
NAR-C,96.2,119.65,-7.92,-7.65,Cheng et al. 2013; Nat. Comms
NAR-C,96.3,119.73,-7.77,-7.47,Cheng et al. 2013; Nat. Comms
NAR-C,96.3,119.81,-7.52,-7.35,Cheng et al. 2013; Nat. Comms
NAR-C,96.4,119.89,-7.57,-7.28,Cheng et al. 2013; Nat. Comms
NAR-C,96.4,120.26,-7.54,-7.45,Cheng et al. 2013; Nat. Comms
NAR-C,96.5,120.62,-7.4,-7.15,Cheng et al. 2013; Nat. Comms
NAR-C,96.5,120.99,-7.12,-6.69,Cheng et al. 2013; Nat. Comms
NAR-C,96.6,121.36,-7.03,-6.65,Cheng et al. 2013; Nat. Comms
NAR-C,96.6,121.73,-7.16,-7.01,Cheng et al. 2013; Nat. Comms
NAR-C,96.7,122.09,-7.21,-7.53,Cheng et al. 2013; Nat. Comms
NAR-C,96.7,122.46,-7.13,-7.53,Cheng et al. 2013; Nat. Comms
NAR-C,96.8,122.83,-6.92,-7.02,Cheng et al. 2013; Nat. Comms
NAR-C,96.8,122.87,-6.84,-6.94,Cheng et al. 2013; Nat. Comms
NAR-C,96.9,122.91,-7.03,-7.01,Cheng et al. 2013; Nat. Comms
NAR-C,96.9,122.96,-7.27,-7.4,Cheng et al. 2013; Nat. Comms
NAR-C,97,123,-7.09,-7.73,Cheng et al. 2013; Nat. Comms
NAR-C,97,123.05,-7.26,-7.97,Cheng et al. 2013; Nat. Comms
NAR-C,97.1,123.09,-7.14,-7.84,Cheng et al. 2013; Nat. Comms
NAR-C,97.1,123.13,-6.76,-7.43,Cheng et al. 2013; Nat. Comms
NAR-C,97.1,123.17,-6.76,-6.81,Cheng et al. 2013; Nat. Comms
NAR-C,97.2,123.21,-6.73,-7.03,Cheng et al. 2013; Nat. Comms
NAR-C,97.2,123.25,-6.67,-7.37,Cheng et al. 2013; Nat. Comms
NAR-C,97.3,123.29,-6.93,-7.25,Cheng et al. 2013; Nat. Comms
NAR-C,97.3,123.33,-6.76,-7.56,Cheng et al. 2013; Nat. Comms
NAR-C,97.4,123.37,-7.05,-8.1,Cheng et al. 2013; Nat. Comms
NAR-C,97.4,123.41,-7.15,-8.97,Cheng et al. 2013; Nat. Comms
NAR-C,97.5,123.45,-7.15,-8.86,Cheng et al. 2013; Nat. Comms
NAR-C,97.5,123.49,-7.06,-8.68,Cheng et al. 2013; Nat. Comms
NAR-C,97.6,123.6,-7.02,-8.54,Cheng et al. 2013; Nat. Comms
NAR-C,97.6,123.74,-7.01,-8.32,Cheng et al. 2013; Nat. Comms
NAR-C,97.7,123.88,-7.23,-8.8,Cheng et al. 2013; Nat. Comms
NAR-C,97.7,124.03,-7.44,-8.92,Cheng et al. 2013; Nat. Comms
NAR-C,97.8,124.17,-7.33,-8.79,Cheng et al. 2013; Nat. Comms
NAR-C,97.8,124.31,-7.4,-8.45,Cheng et al. 2013; Nat. Comms
NAR-C,97.9,124.45,-7.22,-8.81,Cheng et al. 2013; Nat. Comms
NAR-C,97.9,124.59,-7.41,-8.76,Cheng et al. 2013; Nat. Comms
NAR-C,98,124.73,-7.29,-8.65,Cheng et al. 2013; Nat. Comms
NAR-C,98,124.87,-7.08,-8.26,Cheng et al. 2013; Nat. Comms
NAR-C,98.1,125.01,-7.12,-8.19,Cheng et al. 2013; Nat. Comms
NAR-C,98.1,125.12,-7.09,-7.43,Cheng et al. 2013; Nat. Comms
NAR-C,98.2,125.22,-7.37,-7.48,Cheng et al. 2013; Nat. Comms
NAR-C,98.2,125.3,-6.97,-7.37,Cheng et al. 2013; Nat. Comms
NAR-C,98.3,125.39,-6.69,-7.3,Cheng et al. 2013; Nat. Comms
NAR-C,98.3,125.47,-6.68,-7.33,Cheng et al. 2013; Nat. Comms
NAR-C,98.3,125.56,-6.99,-7.29,Cheng et al. 2013; Nat. Comms
NAR-C,98.4,125.64,-7.19,-6.97,Cheng et al. 2013; Nat. Comms
NAR-C,98.4,125.73,-6.52,-6.95,Cheng et al. 2013; Nat. Comms
NAR-C,98.5,125.81,-6.55,-7.12,Cheng et al. 2013; Nat. Comms
NAR-C,98.5,125.89,-6.55,-7.01,Cheng et al. 2013; Nat. Comms
NAR-C,98.5,125.99,-7.13,-7.44,Cheng et al. 2013; Nat. Comms
NAR-C,98.6,126.08,-6.87,-7.85,Cheng et al. 2013; Nat. Comms
NAR-C,98.6,126.34,-6.68,-7.9,Cheng et al. 2013; Nat. Comms
NAR-C,98.7,126.59,-6.72,-8.04,Cheng et al. 2013; Nat. Comms
NAR-C,98.7,126.85,-6.73,-8.3,Cheng et al. 2013; Nat. Comms
NAR-C,98.8,127.11,-6.65,-8.3,Cheng et al. 2013; Nat. Comms
NAR-C,98.8,127.36,-6.93,-8.87,Cheng et al. 2013; Nat. Comms
NAR-C,98.9,127.41,-7,-9.08,Cheng et al. 2013; Nat. Comms
NAR-C,98.9,127.46,-6.77,-8.9,Cheng et al. 2013; Nat. Comms
NAR-C,99,127.5,-6.57,-8.57,Cheng et al. 2013; Nat. Comms
NAR-C,99,127.55,-6.61,-8.43,Cheng et al. 2013; Nat. Comms
NAR-C,99,127.59,-6.42,-8.16,Cheng et al. 2013; Nat. Comms
NAR-C,99.1,127.63,-6.39,-8.22,Cheng et al. 2013; Nat. Comms
NAR-C,99.1,127.67,-6.35,-8.58,Cheng et al. 2013; Nat. Comms
NAR-C,99.2,127.72,-6.77,-8.86,Cheng et al. 2013; Nat. Comms
NAR-C,99.2,127.76,-6.52,-8.42,Cheng et al. 2013; Nat. Comms
NAR-C,99.2,127.94,-6.35,-8.25,Cheng et al. 2013; Nat. Comms
NAR-C,99.3,128.13,-6.44,-8.65,Cheng et al. 2013; Nat. Comms
NAR-C,99.3,128.31,-6.51,-8.86,Cheng et al. 2013; Nat. Comms
NAR-C,99.4,128.5,-6.76,-9.32,Cheng et al. 2013; Nat. Comms
NAR-C,99.4,128.68,,,Cheng et al. 2013; Nat. Comms
NAR-C,99.4,128.87,-6.45,-10,Cheng et al. 2013; Nat. Comms
NAR-C,99.5,129.05,,,Cheng et al. 2013; Nat. Comms
NAR-C,99.5,129.24,-7.08,-9.42,Cheng et al. 2013; Nat. Comms
NAR-C,99.6,129.42,-6.74,-9.72,Cheng et al. 2013; Nat. Comms
NAR-C,99.6,129.6,,,Cheng et al. 2013; Nat. Comms
NAR-C,99.6,129.79,-6.19,-8.28,Cheng et al. 2013; Nat. Comms
NAR-C,99.7,129.97,-6.45,-8.09,Cheng et al. 2013; Nat. Comms
NAR-C,99.7,130.16,-5.9,-8.55,Cheng et al. 2013; Nat. Comms
NAR-C,99.8,130.34,-6.37,-8.48,Cheng et al. 2013; Nat. Comms
NAR-C,99.8,130.55,-6.6,-9.08,Cheng et al. 2013; Nat. Comms
NAR-C,99.8,130.76,-5.86,-9.08,Cheng et al. 2013; Nat. Comms
NAR-C,99.9,130.97,-7.02,-9.11,Cheng et al. 2013; Nat. Comms
NAR-C,99.9,130.97,-6.35,-8.66,Cheng et al. 2013; Nat. Comms
NAR-C,100,130.97,-6.63,-7.79,Cheng et al. 2013; Nat. Comms
NAR-C,100,130.97,-6.76,-7.81,Cheng et al. 2013; Nat. Comms
NAR-C,100.1,130.97,-6.85,-7.93,Cheng et al. 2013; Nat. Comms
NAR-C,100.1,130.97,-6.51,-8.06,Cheng et al. 2013; Nat. Comms
NAR-C,100.2,130.97,-6.7,-8.23,Cheng et al. 2013; Nat. Comms
NAR-C,100.2,130.97,-6.6,-8.24,Cheng et al. 2013; Nat. Comms
NAR-C,100.3,130.98,-6.46,-8.43,Cheng et al. 2013; Nat. Comms
NAR-C,100.3,130.98,-6.29,-8.47,Cheng et al. 2013; Nat. Comms
NAR-C,100.4,130.98,,,Cheng et al. 2013; Nat. Comms
NAR-C,100.4,130.98,-6.21,-8.37,Cheng et al. 2013; Nat. Comms
NAR-C,100.5,130.98,-6.47,-8.22,Cheng et al. 2013; Nat. Comms
NAR-C,100.5,130.98,-6.19,-8.18,Cheng et al. 2013; Nat. Comms
NAR-C,100.6,130.98,-6.19,-8.39,Cheng et al. 2013; Nat. Comms
NAR-C,100.6,130.98,-6.12,-8.24,Cheng et al. 2013; Nat. Comms
NAR-C,100.7,130.99,-5.92,-8.2,Cheng et al. 2013; Nat. Comms
NAR-C,100.7,130.99,-5.99,-8.24,Cheng et al. 2013; Nat. Comms
NAR-C,100.7,130.99,-5.86,-8.07,Cheng et al. 2013; Nat. Comms
NAR-C,100.8,130.99,-5.97,-8.12,Cheng et al. 2013; Nat. Comms
NAR-C,100.8,130.99,-5.83,-7.95,Cheng et al. 2013; Nat. Comms
NAR-C,100.9,130.99,-5.98,-8.03,Cheng et al. 2013; Nat. Comms
NAR-C,100.9,130.99,-5.68,-8.19,Cheng et al. 2013; Nat. Comms
NAR-C,100.9,130.99,-6.22,-8.38,Cheng et al. 2013; Nat. Comms
NAR-C,101,130.99,-6.06,-8.44,Cheng et al. 2013; Nat. Comms
NAR-C,101,131,-6.18,-8.45,Cheng et al. 2013; Nat. Comms
NAR-C,101.1,131,-6.09,-8.4,Cheng et al. 2013; Nat. Comms
NAR-C,101.1,131,-7.8,-7.92,Cheng et al. 2013; Nat. Comms
NAR-C,101.1,131,-6.38,-8.34,Cheng et al. 2013; Nat. Comms
NAR-C,101.2,131,-6.13,-8.5,Cheng et al. 2013; Nat. Comms
NAR-C,101.2,131,-6.3,-8.59,Cheng et al. 2013; Nat. Comms
NAR-C,101.2,131,-6,-8.64,Cheng et al. 2013; Nat. Comms
NAR-C,101.3,131,-5.81,-8.7,Cheng et al. 2013; Nat. Comms
NAR-C,101.3,131,,,Cheng et al. 2013; Nat. Comms
NAR-C,101.3,131,-7.64,-8.88,Cheng et al. 2013; Nat. Comms
NAR-C,101.4,131.01,-5.98,-8.5,Cheng et al. 2013; Nat. Comms
NAR-C,101.4,131.01,,,Cheng et al. 2013; Nat. Comms
NAR-C,101.5,131.01,-6.43,-9.7,Cheng et al. 2013; Nat. Comms
NAR-C,101.5,131.06,-6.06,-9.69,Cheng et al. 2013; Nat. Comms
NAR-C,101.5,131.11,-5.96,-9.82,Cheng et al. 2013; Nat. Comms
NAR-C,101.6,131.16,-5.3,-9.2,Cheng et al. 2013; Nat. Comms
NAR-C,101.6,131.21,-5.88,-9.27,Cheng et al. 2013; Nat. Comms
NAR-C,101.7,131.26,-6.02,-9.28,Cheng et al. 2013; Nat. Comms
NAR-C,101.7,131.32,-6.13,-9.56,Cheng et al. 2013; Nat. Comms
NAR-C,101.8,131.37,,-9.15,Cheng et al. 2013; Nat. Comms
NAR-C,101.8,131.42,-5.94,-9.11,Cheng et al. 2013; Nat. Comms
NAR-C,101.9,131.47,-6.16,-8.78,Cheng et al. 2013; Nat. Comms
NAR-C,101.9,131.52,-6.19,-8.95,Cheng et al. 2013; Nat. Comms
NAR-C,101.9,131.57,,,Cheng et al. 2013; Nat. Comms
NAR-C,102,131.61,-5.96,-9.08,Cheng et al. 2013; Nat. Comms
NAR-C,102,131.66,-5.89,-8.26,Cheng et al. 2013; Nat. Comms
NAR-C,102.1,131.71,-6.69,-8.25,Cheng et al. 2013; Nat. Comms
NAR-C,102.1,131.75,-5.78,-8.3,Cheng et al. 2013; Nat. Comms
NAR-C,102.1,131.8,-5.7,-8.33,Cheng et al. 2013; Nat. Comms
NAR-C,102.2,131.84,-6.03,-8.36,Cheng et al. 2013; Nat. Comms
NAR-C,102.2,132.35,-5.86,-8.31,Cheng et al. 2013; Nat. Comms
NAR-C,102.3,132.72,-6.13,-8.32,Cheng et al. 2013; Nat. Comms
NAR-C,102.3,133.09,-5.94,-8.51,Cheng et al. 2013; Nat. Comms
NAR-C,102.3,133.46,-5.93,-8.53,Cheng et al. 2013; Nat. Comms
NAR-C,102.4,133.84,-5.71,-8.14,Cheng et al. 2013; Nat. Comms
NAR-C,102.4,134.21,-5.71,-8.07,Cheng et al. 2013; Nat. Comms
NAR-C,102.5,134.58,-5.81,-8.18,Cheng et al. 2013; Nat. Comms
NAR-C,102.5,134.95,-6.2,-8.33,Cheng et al. 2013; Nat. Comms
NAR-C,102.5,135.32,-5.89,-8.29,Cheng et al. 2013; Nat. Comms
NAR-C,102.6,135.69,-6.21,-8.09,Cheng et al. 2013; Nat. Comms
NAR-C,102.6,136.06,-6.54,-7.48,Cheng et al. 2013; Nat. Comms
NAR-C,102.7,136.44,-6.91,-7.12,Cheng et al. 2013; Nat. Comms
NAR-C,102.7,136.81,-6.68,-7.19,Cheng et al. 2013; Nat. Comms
NAR-C,102.7,137.5,-6.78,-7.46,Cheng et al. 2013; Nat. Comms
NAR-C,102.8,138.66,-7.12,-7.13,Cheng et al. 2013; Nat. Comms
NAR-C,102.8,139.81,-7.03,-6.37,Cheng et al. 2013; Nat. Comms
NAR-C,102.9,140.97,-6.89,-6.27,Cheng et al. 2013; Nat. Comms
NAR-C,102.9,142.12,-6.73,-6.3,Cheng et al. 2013; Nat. Comms
NAR-C,103,143.28,-7.1,-6.9,Cheng et al. 2013; Nat. Comms
NAR-C,103,144.44,-7.09,-7.19,Cheng et al. 2013; Nat. Comms
NAR-C,103.1,145.59,-6.8,-7.34,Cheng et al. 2013; Nat. Comms
NAR-C,103.1,145.99,-6.9,-7.21,Cheng et al. 2013; Nat. Comms
NAR-C,103.2,146.38,-6.8,-7.26,Cheng et al. 2013; Nat. Comms
NAR-C,103.2,146.73,-6.93,-7.44,Cheng et al. 2013; Nat. Comms
NAR-C,103.2,147.08,-6.86,-7.53,Cheng et al. 2013; Nat. Comms
NAR-C,103.3,147.43,-6.79,-7.64,Cheng et al. 2013; Nat. Comms
NAR-C,103.3,147.78,-6.83,-7.35,Cheng et al. 2013; Nat. Comms
NAR-C,103.4,148.13,-6.96,-7.41,Cheng et al. 2013; Nat. Comms
NAR-C,103.4,148.48,-6.77,-7.08,Cheng et al. 2013; Nat. Comms
NAR-C,103.4,148.83,-7.15,-7.13,Cheng et al. 2013; Nat. Comms
NAR-C,103.5,149.18,-7.32,-7.01,Cheng et al. 2013; Nat. Comms
NAR-C,103.5,149.68,-7.41,-7.78,Cheng et al. 2013; Nat. Comms
NAR-C,103.6,150.17,,-8.2,Cheng et al. 2013; Nat. Comms
NAR-C,103.6,151.04,-7.6,-8.49,Cheng et al. 2013; Nat. Comms
NAR-C,103.7,151.91,-7.55,-8.41,Cheng et al. 2013; Nat. Comms
NAR-C,103.8,152.77,-7.13,-8.28,Cheng et al. 2013; Nat. Comms
NAR-C,103.8,153.64,-7.15,-8.38,Cheng et al. 2013; Nat. Comms
NAR-C,103.9,154.51,-7.13,-8.51,Cheng et al. 2013; Nat. Comms
NAR-C,104,155.38,-6.95,-8.66,Cheng et al. 2013; Nat. Comms
NAR-C,104,156.24,,,Cheng et al. 2013; Nat. Comms
NAR-C,104.1,157.11,-7.13,-8.41,Cheng et al. 2013; Nat. Comms
NAR-C,104.2,159.88,-7.37,-8.5,Cheng et al. 2013; Nat. Comms
NAR-C,104.3,162.64,-7.29,-8.15,Cheng et al. 2013; Nat. Comms
NAR-C,104.3,164.22,-7.34,-8.09,Cheng et al. 2013; Nat. Comms
NAR-C,104.3,165.8,-7.16,-8.02,Cheng et al. 2013; Nat. Comms
NAR-C,104.4,167.38,-7.2,-8.08,Cheng et al. 2013; Nat. Comms
NAR-C,104.4,168.96,,,Cheng et al. 2013; Nat. Comms
NAR-C,104.5,169.14,-7.34,-8.04,Cheng et al. 2013; Nat. Comms
NAR-C,104.5,169.32,-6.92,-7.98,Cheng et al. 2013; Nat. Comms
NAR-C,104.5,169.5,,-8.07,Cheng et al. 2013; Nat. Comms
NAR-C,104.6,169.68,-6.92,-8.07,Cheng et al. 2013; Nat. Comms
NAR-C,104.6,169.86,-6.86,-8.07,Cheng et al. 2013; Nat. Comms
NAR-C,104.7,170.04,-6.85,-8.18,Cheng et al. 2013; Nat. Comms
NAR-C,104.7,170.38,-6.88,-8.15,Cheng et al. 2013; Nat. Comms
NAR-C,104.8,170.72,,,Cheng et al. 2013; Nat. Comms
NAR-C,104.9,171.06,-6.9,-8.05,Cheng et al. 2013; Nat. Comms
NAR-C,105,171.4,-6.71,-8.1,Cheng et al. 2013; Nat. Comms
NAR-C,105,171.73,-6.93,-8.11,Cheng et al. 2013; Nat. Comms
NAR-C,105.1,172.07,-6.53,-8.03,Cheng et al. 2013; Nat. Comms
NAR-C,105.2,172.41,-7.36,-8.08,Cheng et al. 2013; Nat. Comms
