"dating_id","entity_id","date_type","depth_dating","dating_thickness","lab_num","material_dated","min_weight","max_weight","uncorr_age","uncorr_age_uncert_pos","uncorr_age_uncert_neg","14C_correction","calib_used","date_used","238U_content","238U_uncertainty","232Th_content","232Th_uncertainty","230Th_content","230Th_uncertainty","230Th_232Th_ratio","230Th_232Th_ratio_uncertainty","230Th_238U_activity","230Th_238U_activity_uncertainty","234U_238U_activity","234U_238U_activity_uncertainty","ini_230Th_232Th_ratio","ini_230Th_232Th_ratio_uncertainty","decay_constant","corr_age","corr_age_uncert_pos","corr_age_uncert_neg","date_used_lin_interp","date_used_lin_reg","date_used_Bchron","date_used_Bacon","date_used_OxCal","date_used_copRa","date_used_StalAge"
11936,679,"TIMS",203.7,NA,"U-51-19","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cheng et al. 2000",297490,16324,16324,NA,NA,NA,NA,NA,NA,"yes"
11937,679,"TIMS",277.4,NA,"U-51-20","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cheng et al. 2000",301131,17929,17929,NA,NA,NA,NA,NA,NA,"yes"
11938,679,"TIMS",313.2,NA,"U-51-21","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cheng et al. 2000",289071,12094,12094,NA,NA,NA,NA,NA,NA,"yes"
11939,679,"TIMS",338.3,NA,"U-51-22","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cheng et al. 2000",320816,22598,22598,NA,NA,NA,NA,NA,NA,"yes"
11940,679,"TIMS",402,NA,"U-51-23","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cheng et al. 2000",316001,7843,7843,NA,NA,NA,NA,NA,NA,"yes"
11941,679,"Event; hiatus",5.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
11942,679,"Event; hiatus",128.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
11943,679,"Event; hiatus",143.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
11944,679,"Event; hiatus",150.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
11945,679,"Event; hiatus",182.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
11946,680,"TIMS",10,NA,"U-52-2","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cheng et al. 2000",106249,2400,2400,"yes",NA,"yes","yes",NA,"yes",NA
11947,680,"TIMS",18,NA,"U-52-3","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cheng et al. 2000",107226,2125,2125,"yes",NA,"yes","yes",NA,"yes",NA
11948,680,"TIMS",36,NA,"U-52-4","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cheng et al. 2000",108977,739,739,"yes",NA,"yes","yes",NA,"yes",NA
11949,680,"TIMS",59.5,NA,"U-52-6","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cheng et al. 2000",103961,9427,9427,"yes",NA,"yes","yes",NA,"yes",NA
11950,680,"TIMS",78,NA,"U-52-7","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cheng et al. 2000",112092,1288,1288,"yes",NA,"yes","yes",NA,"yes",NA
11951,680,"TIMS",120.6,NA,"U-52-9","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cheng et al. 2000",113837,1994,1994,"yes",NA,"yes","yes",NA,"yes",NA
11952,680,"TIMS",151.8,NA,"U-52-10","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cheng et al. 2000",113501,4433,4433,"yes",NA,"yes","yes",NA,"yes",NA
11953,680,"TIMS",172.9,NA,"U-52-11","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cheng et al. 2000",117478,6188,6188,"yes",NA,"yes","yes",NA,"yes",NA
11954,680,"TIMS",177.5,NA,"U-52-12","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cheng et al. 2000",139644,2103,2103,"yes",NA,"yes","yes",NA,"yes",NA
11955,680,"TIMS",196,NA,"U-52-13","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cheng et al. 2000",150881,4927,4927,"yes",NA,"yes","yes",NA,"yes",NA
11956,680,"TIMS",228,NA,"U-52-14","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cheng et al. 2000",148096,6172,6172,"yes",NA,"yes","yes",NA,"yes",NA
11957,680,"TIMS",355.5,NA,"U-52-17","calcite",NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cheng et al. 2000",139198,10859,10859,"yes",NA,"yes","yes",NA,"yes",NA
11958,680,"Event; hiatus",174.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"yes","yes",NA,"yes",NA
11959,681,"MC-ICP-MS U/Th",9.5,NA,"BCC9-9","calcite",NA,NA,145038.757361,112.331653293,112.331653293,NA,NA,"yes",2516.61026845,0.611507110033,1056.1677506,2.26451076421,NA,NA,9690,21,1.33125770201,0.000500160696038,1.685279565,0.000670914,0.713,0.356,"Cheng et al. 2013",144972.596067,112.366109874,112.366109874,"yes",NA,"yes","yes","yes","yes","yes"
11960,681,"MC-ICP-MS U/Th",41,NA,"BCC9-42.5","calcite",NA,NA,152622.328061,96.3100214422,96.3100214422,NA,NA,"yes",2029.02438763,1,121.218016447,2.41689085807,NA,NA,79600,1587,1.55604254936,0.000471536315405,1.89556839,0.000506626,0.713,0.356,"Cheng et al. 2013",152561.44631,96.3101388941,96.3101388941,"yes",NA,"yes","yes","yes","yes","yes"
11961,681,"MC-ICP-MS U/Th",69,NA,"BCC9-69","calcite",NA,NA,157087.596314,561.80542326,561.80542326,NA,NA,"yes",1748.87771179,1.71671030497,887.982996169,17.7852327784,NA,NA,9500,191,1.5786621929,0.00225588023188,1.894667591,0.004270568,0.713,0.356,"Cheng et al. 2013",157020.694415,561.790718173,561.790718173,"yes",NA,"yes","yes","yes","yes","yes"
11962,681,"MC-ICP-MS U/Th",87.5,NA,"BCC9-90","calcite",NA,NA,160777.572746,128.42252472,128.42252472,NA,NA,"yes",1725.46964009,1,164.152114304,2.29279615597,NA,NA,51200,715,1.59497803089,0.000572314087995,1.891659623,0.000697745,0.713,0.356,"Cheng et al. 2013",160716.270385,128.422587954,128.422587954,"yes",NA,"yes","yes","yes","yes","yes"
11963,681,"MC-ICP-MS U/Th",109,NA,"BCC9-112","calcite",NA,NA,165287.273714,278.181763562,278.181763562,NA,NA,"yes",1978.47401276,1,72.0937319359,2.00944841134,NA,NA,133000,3709,1.5872326824,0.00131621675621,1.859573498,0.000410094,0.713,0.356,"Cheng et al. 2013",165226.670323,278.18090798,278.18090798,"yes",NA,"yes","yes","yes","yes","yes"
11964,681,"MC-ICP-MS U/Th",144,NA,"BCC9-144","calcite",NA,NA,174877.879296,118.466708628,118.466708628,NA,NA,"yes",1550.01711948,1,817.569225332,1.9285437397,NA,NA,9340,22,1.61170383162,0.000470506610975,1.839229319,0.000495309,0.713,0.356,"Cheng et al. 2013",174811.264961,118.504594855,118.504594855,"yes",NA,"yes","yes","yes","yes","yes"
11965,681,"MC-ICP-MS U/Th",157.5,NA,"BCC9-157.5","calcite",NA,NA,178350.658085,725.493552509,725.493552509,NA,NA,"yes",1588.54389586,1.56142882852,1359.96638241,27.2327042577,NA,NA,5750,115,1.61018107107,0.00235039206139,1.822552175,0.00439406,0.713,0.356,"Cheng et al. 2013",178279.304305,725.463414561,725.463414561,"yes",NA,"yes","yes","yes","yes","yes"
11966,681,"MC-ICP-MS U/Th",181.75,NA,"BCC9-182","calcite",NA,NA,184478.566504,788.726352397,788.726352397,NA,NA,"yes",1647.44569556,1.7440241767,170.653161893,3.42847774632,NA,NA,48100,968,1.63007976179,0.00244676871471,1.817152769,0.004441477,0.713,0.356,"Cheng et al. 2013",184416.475572,788.721543905,788.721543905,"yes",NA,"yes","yes","yes","yes","yes"
11967,681,"MC-ICP-MS U/Th",202,NA,"BCC9-202","calcite",NA,NA,187539.164975,806.651649012,806.651649012,NA,NA,"yes",1702.86199503,1.81584274841,260.612758608,5.22813485973,NA,NA,32600,655,1.63102150258,0.00242610060235,1.805994917,0.004403007,0.713,0.356,"Cheng et al. 2013",187476.431671,806.642106525,806.642106525,"yes",NA,"yes","yes","yes","yes","yes"
11968,681,"MC-ICP-MS U/Th",228,NA,"BCC9-229","calcite",NA,NA,193276.76465,144.184996908,144.184996908,NA,NA,"yes",1274.2578139,1,2003.05208992,2.32091178831,NA,NA,3160,4,1.62501258558,0.000323862466304,1.77854994,0.000928668,0.713,0.356,"Cheng et al. 2013",193197.090978,144.489319614,144.489319614,"yes",NA,"yes","yes","yes","yes","yes"
11969,681,"MC-ICP-MS U/Th",243.5,NA,"BCC9-245","calcite",NA,NA,199434.984348,440.646908743,440.646908743,NA,NA,"yes",1113.35627077,1,475.713224882,1.90360976301,NA,NA,11600,48,1.6202545874,0.00148558948836,1.752781263,0.0005619,0.713,0.356,"Cheng et al. 2013",199369.477893,440.637033655,440.637033655,"yes",NA,"yes","yes","yes","yes","yes"
11970,681,"MC-ICP-MS U/Th",271.5,NA,"BCC9-269.5","calcite",NA,NA,207949.200384,367.949312843,367.949312843,NA,NA,"yes",1048.73501968,1,468.430546584,1.84316281437,NA,NA,11000,44,1.6097955089,0.00112350888654,1.716272826,0.00051935,0.713,0.356,"Cheng et al. 2013",207883.368936,367.944236593,367.944236593,"yes",NA,"yes","yes","yes","yes","yes"
11971,681,"MC-ICP-MS U/Th",298,NA,"BCC9-297.5","calcite",NA,NA,218172.042348,1103.55644492,1103.55644492,NA,NA,"yes",1117.88735692,1,751.968184925,15.3068867973,NA,NA,7340,150,1.61514700372,0.00224663533546,1.692907011,0.004615262,0.713,0.356,"Cheng et al. 2013",218102.501754,1103.53865495,1103.53865495,"yes",NA,"yes","yes","yes","yes","yes"
11972,681,"MC-ICP-MS U/Th",301.25,NA,"BCC9-300.5","calcite",NA,NA,226459.344176,1325.80444716,1325.80444716,NA,NA,"yes",1214.86274957,1.44753951417,218.54279756,5.14080641606,NA,NA,27300,643,1.60470774355,0.0024297246126,1.663399751,0.0046403,0.713,0.356,"Cheng et al. 2013",226396.013763,1325.86213037,1325.86213037,"yes",NA,"yes","yes","yes","yes","yes"
11973,681,"MC-ICP-MS U/Th",308,NA,"BCC9-307.5","calcite",NA,NA,229075.216736,1268.31978639,1268.31978639,NA,NA,"yes",1682.54678715,1.67883896681,3461.86776618,69.3373486802,NA,NA,2390,48,1.61214510979,0.00231797301916,1.663438889,0.004795406,0.713,0.356,"Cheng et al. 2013",228987.748347,1268.18201492,1268.18201492,"yes",NA,"yes","yes","yes","yes","yes"
11974,681,"MC-ICP-MS U/Th",320.5,NA,"BCC9-321","calcite",NA,NA,240098.578949,1469.62582551,1469.62582551,NA,NA,"yes",1587.77462084,1.70366933023,1179.84034978,23.6854995974,NA,NA,6630,133,1.61081880625,0.00235832650985,1.638463217,0.005079752,0.713,0.356,"Cheng et al. 2013",240027.889489,1469.55055708,1469.55055708,"yes",NA,"yes","yes","yes","yes","yes"
11975,681,"MC-ICP-MS U/Th",325.5,NA,"BCC9-327","calcite",NA,NA,241740.245352,1486.01555001,1486.01555001,NA,NA,"yes",1280.46691984,1.41435996458,2816.31247967,56.4465964336,NA,NA,2220,45,1.59816672473,0.00235784790122,1.624002184,0.00486506,0.713,0.356,"Cheng et al. 2013",241650.476319,1485.83561861,1485.83561861,"yes",NA,"yes","yes","yes","yes","yes"
11976,681,"MC-ICP-MS U/Th",333,NA,"BCC9-330","calcite",NA,NA,246851.746062,6950.84503169,6950.84503169,NA,NA,"yes",1071.25561684,1,8090.14997756,31.7411077083,NA,NA,658,7,1.62603403486,0.015103344065,1.638588205,0.000613663,0.713,0.356,"Cheng et al. 2013",246695.221451,6945.92399328,6945.92399328,"yes",NA,"yes","yes","yes","yes","yes"
11977,681,"MC-ICP-MS U/Th",334,NA,"BCC9-333","calcite",NA,NA,245220.209676,1513.86115368,1513.86115368,NA,NA,"yes",1042.56032766,1.1912402775,673.239988544,13.560166443,NA,NA,7690,155,1.62404114904,0.0024044399458,1.639973799,0.004817459,0.713,0.356,"Cheng et al. 2013",245150.80128,1513.82715519,1513.82715519,"yes",NA,"yes","yes","yes","yes","yes"
11978,681,"MC-ICP-MS U/Th",370,NA,"BCC9-370","calcite",NA,NA,250964.463534,244.804900394,244.804900394,NA,NA,"yes",2050.55346781,1,240.305361965,3.11703487586,NA,NA,41300,536,1.58526633058,0.000412223693626,1.595512737,0.000644221,0.713,0.356,"Cheng et al. 2013",250902.769239,244.803046022,244.803046022,"yes",NA,"yes","yes","yes","yes","yes"
11979,681,"MC-ICP-MS U/Th",387,NA,"BCC9-387","calcite",NA,NA,252803.674648,221.391051616,221.391051616,NA,NA,"yes",3222.01465742,0.568380241407,76.0182476765,3.23280534474,NA,NA,205000,8718,1.58509155879,0.000377523316707,1.592152363,0.000532698,0.713,0.356,"Cheng et al. 2013",252743.207725,221.390552225,221.390552225,"yes",NA,"yes","yes","yes","yes","yes"
11980,681,"MC-ICP-MS U/Th",416.75,NA,"BCC9-416.5","calcite",NA,NA,255010.766216,222.872386371,222.872386371,NA,NA,"yes",3846.21386228,0.74016044474,94.509443855,3.27544417397,NA,NA,196000,6793,1.57520089106,0.000328801228097,1.579846803,0.000661692,0.713,0.356,"Cheng et al. 2013",254950.289552,222.875100052,222.875100052,"yes",NA,"yes","yes","yes","yes","yes"
11981,681,"MC-ICP-MS U/Th",470,NA,"BCC9-470","calcite",NA,NA,257980.682528,248.412641311,248.412641311,NA,NA,"yes",3262.22173803,0.51789308122,220.027658643,3.21502253719,NA,NA,71800,1049,1.58523590243,0.000363874396716,1.583579593,0.000704714,0.713,0.356,"Cheng et al. 2013",257919.643614,248.416206904,248.416206904,"yes",NA,"yes","yes","yes","yes","yes"
11982,681,"MC-ICP-MS U/Th",485,NA,"BCC9-485","calcite",NA,NA,259325.45607,271.542562837,271.542562837,NA,NA,"yes",3242.58037676,0.512506485955,92.129076654,3.13209642082,NA,NA,171000,5814,1.58653031519,0.000439608227333,1.582508197,0.000607647,0.713,0.356,"Cheng et al. 2013",259264.931869,271.545654124,271.545654124,"yes",NA,"yes","yes","yes","yes","yes"
11983,681,"MC-ICP-MS U/Th",525,NA,"BCC9-525","calcite",NA,NA,262130.598036,545.848752039,545.848752039,NA,NA,"yes",2922.1588107,0.540429477499,177.566078416,3.5416529225,NA,NA,80200,1600,1.59491246576,0.000954105939404,1.585210558,0.000747793,0.713,0.356,"Cheng et al. 2013",262069.653581,545.849383111,545.849383111,"yes",NA,"yes","yes","yes","yes","yes"
11984,681,"MC-ICP-MS U/Th",575,NA,"BCC9-575","calcite",NA,NA,266115.679263,687.783313844,687.783313844,NA,NA,"yes",2769.45438746,0.54188884869,575.928089203,3.58854758104,NA,NA,23400,147,1.59046716524,0.00119139283892,1.575288008,0.000607456,0.713,0.356,"Cheng et al. 2013",266052.802052,687.772261321,687.772261321,"yes",NA,"yes","yes","yes","yes","yes"
11985,681,"MC-ICP-MS U/Th",615,NA,"BCC9-615","calcite",NA,NA,271155.399233,292.536764188,292.536764188,NA,NA,"yes",2618.8891865,1,310.928881342,2.63370626882,NA,NA,41300,350,1.6060458913,0.000431622139266,1.581031086,0.000587525,0.713,0.356,"Cheng et al. 2013",271093.7069,292.534194146,292.534194146,"yes",NA,"yes","yes","yes","yes","yes"
11986,681,"MC-ICP-MS U/Th",644.75,NA,"BCC9-645","calcite",NA,NA,274396.950393,357.699029909,357.699029909,NA,NA,"yes",2535.94573295,1,200.566843298,3.287758053,NA,NA,61400,1007,1.58877480365,0.000499661074577,1.561925121,0.000722144,0.713,0.356,"Cheng et al. 2013",274335.762594,357.696440333,357.696440333,"yes",NA,"yes","yes","yes","yes","yes"
11987,681,"MC-ICP-MS U/Th",674.5,NA,"BCC9-675","calcite",NA,NA,278831.109733,474.100341392,474.100341392,NA,NA,"yes",1529.30645461,1,1793.51251637,3.03655382081,NA,NA,4130,7,1.58672704993,0.000654008168645,1.554238609,0.000846907,0.713,0.356,"Cheng et al. 2013",278755.561709,474.104979006,474.104979006,"yes",NA,"yes","yes","yes","yes","yes"
11988,681,"MC-ICP-MS U/Th",709.5,NA,"BCC9-709","calcite",NA,NA,288116.621604,651.127077416,651.127077416,NA,NA,"yes",1217.08540732,1,1582.71823056,2.31190411209,NA,NA,3680,6,1.56721140894,0.000860075402461,1.526488183,0.00084552,0.713,0.356,"Cheng et al. 2013",288039.167415,651.096535931,651.096535931,"yes",NA,"yes","yes","yes","yes","yes"
11989,681,"MC-ICP-MS U/Th",740,NA,"BCC9-740","calcite",NA,NA,294305.700621,781.428683215,781.428683215,NA,NA,"yes",1791.61376836,1,1045.64798955,2.07059987304,NA,NA,8150,17,1.5564044769,0.0010046694735,1.51057326,0.000713124,0.713,0.356,"Cheng et al. 2013",294237.728681,781.391167137,781.391167137,"yes",NA,"yes","yes","yes","yes","yes"
11990,681,"MC-ICP-MS U/Th",765.75,NA,"BCC9-766","calcite",NA,NA,307812.706369,2535.56044626,2535.56044626,NA,NA,"yes",892.510127375,0.842262910815,10167.0468004,203.507491933,NA,NA,406,8,1.51246843815,0.00197849368505,1.461269152,0.005422863,0.713,0.356,"Cheng et al. 2013",307594.230687,2534.72205596,2534.72205596,"yes",NA,"yes","yes","yes","yes","yes"
11991,681,"MC-ICP-MS U/Th",791.5,NA,"BCC9-791","calcite",NA,NA,325706.795183,3483.27648589,3483.27648589,NA,NA,"yes",952.225243411,1.08126238156,110515.807757,2214.29531937,NA,NA,38,1,1.4483861453,0.00246126389617,1.395320835,0.005755139,0.713,0.356,"Cheng et al. 2013",323931.136977,3642.76340091,3642.76340091,"yes",NA,"yes","yes","yes","yes","yes"
11992,682,"MC-ICP-MS U/Th",1.25,NA,"BCC10-1.25","calcite",NA,NA,42838.3070807,103.035873118,103.035873118,NA,NA,"yes",1264.63203857,1.40834516588,2167.31745395,43.4326394457,NA,NA,1410,28,0.789248699097,0.00129695342774,2.350092412,0.004826431,0.713,0.356,"Cheng et al. 2013",42758.1692978,103.950611097,103.950611097,"yes",NA,"yes","yes",NA,"yes","yes"
11993,682,"MC-ICP-MS U/Th",12.5,NA,"BCC10-12.5","calcite",NA,NA,51510.1992116,133.349940809,133.349940809,NA,NA,"yes",1694.4106274,2.14746849451,281.969278721,7.16375976266,NA,NA,17400,442,0.94483339996,0.00174892893844,2.410609706,0.004170265,0.713,0.356,"Cheng et al. 2013",51448.6251126,133.35351034,133.35351034,"yes",NA,"yes","yes",NA,"yes","yes"
11994,682,"MC-ICP-MS U/Th",24,NA,"BCC10-24","calcite",NA,NA,55485.2194238,150.624463924,150.624463924,NA,NA,"yes",1544.58993737,1.97064105941,357.222400457,8.60844776494,NA,NA,13100,316,0.990555482775,0.00189474117772,2.379802445,0.004258093,0.713,0.356,"Cheng et al. 2013",55422.9107602,150.631212896,150.631212896,"yes",NA,"yes","yes",NA,"yes","yes"
11995,682,"MC-ICP-MS U/Th",31.5,NA,"BCC10-31.5","calcite",NA,NA,57528.1727992,144.870729554,144.870729554,NA,NA,"yes",1931.47792404,2.41677780721,190.403458349,5.66667235247,NA,NA,31400,934,1.01401999504,0.00179744478861,2.366786675,0.003814489,0.713,0.356,"Cheng et al. 2013",57467.3389948,144.871116826,144.871116826,"yes",NA,"yes","yes",NA,"yes","yes"
11996,682,"MC-ICP-MS U/Th",41.25,NA,"BCC10-41","calcite",NA,NA,60240.0142436,146.186316582,146.186316582,NA,NA,"yes",2004.77328809,2.408642584,467.858266494,10.1891445635,NA,NA,13900,303,1.06124675141,0.00178056311674,2.387142646,0.003733744,0.713,0.356,"Cheng et al. 2013",60177.7121674,146.19360436,146.19360436,"yes",NA,"yes","yes",NA,"yes","yes"
11997,682,"MC-ICP-MS U/Th",50,NA,"BCC10-50","calcite",NA,NA,62739.6913256,140.013360748,140.013360748,NA,NA,"yes",2127.00784708,2.29943536509,267.659390901,6.61041790335,NA,NA,26200,647,1.07736167488,0.00167148146761,2.348266825,0.003195384,0.713,0.356,"Cheng et al. 2013",62678.535082,140.014877465,140.014877465,"yes",NA,"yes","yes",NA,"yes","yes"
11998,682,"MC-ICP-MS U/Th",58.25,NA,"BCC10-58.5","calcite",NA,NA,64916.2111852,172.59938731,172.59938731,NA,NA,"yes",2051.83228793,2.41808291459,508.847515685,10.2280538227,NA,NA,13400,270,1.08766422185,0.00182227851842,2.309817631,0.004743863,0.713,0.356,"Cheng et al. 2013",64853.0315697,172.60512775,172.60512775,"yes",NA,"yes","yes",NA,"yes","yes"
11999,682,"MC-ICP-MS U/Th",68,NA,"BCC10-68","calcite",NA,NA,66874.5560147,162.724973555,162.724973555,NA,NA,"yes",1877.26965254,2.04811015948,128.378828297,2.62539915272,NA,NA,49900,1022,1.1174132564,0.00172125027689,2.3187295,0.004204157,0.713,0.356,"Cheng et al. 2013",66813.396972,162.724463103,162.724463103,"yes",NA,"yes","yes",NA,"yes","yes"
12000,682,"MC-ICP-MS U/Th",75,NA,"BCC10-75","calcite",NA,NA,68863.6635093,159.245403977,159.245403977,NA,NA,"yes",1745.91371134,1.90765840897,137.472896052,4.75149448496,NA,NA,44400,1534,1.14498483505,0.00177995299132,2.322927393,0.003309731,0.713,0.356,"Cheng et al. 2013",68803.0315923,159.245212002,159.245212002,"yes",NA,"yes","yes",NA,"yes","yes"
12001,682,"MC-ICP-MS U/Th",82,NA,"BCC10-82","calcite",NA,NA,70850.3981815,178.424911747,178.424911747,NA,NA,"yes",1627.02067718,1.91632081409,190.069279496,6.1045093406,NA,NA,30400,976,1.16032011423,0.00190409474275,2.304322865,0.003824291,0.713,0.356,"Cheng et al. 2013",70789.3342703,178.424902025,178.424902025,"yes",NA,"yes","yes",NA,"yes","yes"
12002,682,"MC-ICP-MS U/Th",91.25,NA,"BCC10-91","calcite",NA,NA,73592.7139104,181.072274363,181.072274363,NA,NA,"yes",1647.46449658,1.8770436087,448.850808312,9.93265790515,NA,NA,13200,292,1.17652967844,0.00189986544357,2.271869915,0.00346865,0.713,0.356,"Cheng et al. 2013",73529.8705813,181.079916133,181.079916133,"yes",NA,"yes","yes",NA,"yes","yes"
12003,682,"MC-ICP-MS U/Th",103,NA,"BCC10-103","calcite",NA,NA,78264.3656961,216.242818805,216.242818805,NA,NA,"yes",1154.44068061,1.37890903925,712.384110441,14.9989572322,NA,NA,5990,126,1.20925802387,0.00213121980142,2.232486325,0.003899435,0.713,0.356,"Cheng et al. 2013",78197.4582112,216.285651654,216.285651654,"yes",NA,"yes","yes",NA,"yes","yes"
12004,682,"MC-ICP-MS U/Th",112.25,NA,"BCC10-112","calcite",NA,NA,81659.8522094,207.790575421,207.790575421,NA,NA,"yes",1265.04962274,1.4138297078,390.029373063,8.97527348181,NA,NA,12300,283,1.23900989356,0.00201282582693,2.21827285,0.003360123,0.713,0.356,"Cheng et al. 2013",81596.4820517,207.798650969,207.798650969,"yes",NA,"yes","yes",NA,"yes","yes"
12005,682,"MC-ICP-MS U/Th",125.25,NA,"BCC10-125","calcite",NA,NA,88103.4736126,256.373466617,256.373466617,NA,NA,"yes",1360.39714468,1.74728891588,337.068234394,7.89008189307,NA,NA,15800,370,1.27970527554,0.0022600197191,2.172313171,0.003989215,0.713,0.356,"Cheng et al. 2013",88040.763693,256.374432493,256.374432493,"yes",NA,"yes","yes",NA,"yes","yes"
12006,682,"MC-ICP-MS U/Th",130.25,NA,"BCC10-130.5","calcite",NA,NA,90371.54568,238.035822184,238.035822184,NA,NA,"yes",1123.72309762,1.20803752489,350.713117055,7.07386611338,NA,NA,12600,254,1.28277309252,0.00185980937157,2.140685526,0.004303852,0.713,0.356,"Cheng et al. 2013",90307.4805785,238.040759599,238.040759599,"yes",NA,"yes","yes",NA,"yes","yes"
12007,682,"MC-ICP-MS U/Th",137.5,NA,"BCC10-137.5","calcite",NA,NA,96204.8297273,274.346202519,274.346202519,NA,NA,"yes",734.295188527,0.810984521962,1498.82847261,30.3202008717,NA,NA,1940,39,1.29247528101,0.00209080245542,2.069815301,0.00403005,0.713,0.356,"Cheng et al. 2013",96120.2844229,274.836481323,274.836481323,"yes",NA,"yes","yes",NA,"yes","yes"
12008,682,"MC-ICP-MS U/Th",142.75,NA,"BCC10-142.5","calcite",NA,NA,98197.2310524,316.018086611,316.018086611,NA,NA,"yes",977.834076325,1.23053563175,676.891695403,14.2269393934,NA,NA,5750,121,1.30212297071,0.0023700124738,2.057292634,0.004439532,0.713,0.356,"Cheng et al. 2013",98128.7594243,316.048371497,316.048371497,"yes",NA,"yes","yes",NA,"yes","yes"
12009,682,"MC-ICP-MS U/Th",146,NA,"BCC10-146","calcite",NA,NA,100082.146903,280.194595628,280.194595628,NA,NA,"yes",863.952846505,0.960298400594,877.632752059,18.4554033755,NA,NA,3950,83,1.3115340158,0.00210683275738,2.046557398,0.003604405,0.713,0.356,"Cheng et al. 2013",100010.212379,280.29883656,280.29883656,"yes",NA,"yes","yes",NA,"yes","yes"
12010,682,"MC-ICP-MS U/Th",158,NA,"BCC10-158","calcite",NA,NA,105576.786849,313.130962388,313.130962388,NA,NA,"yes",937.729914149,1.04596245318,394.130942617,8.91417005213,NA,NA,9630,218,1.32496849166,0.00224360555904,1.9988688,0.003484339,0.713,0.356,"Cheng et al. 2013",105512.016583,313.137860097,313.137860097,"yes",NA,"yes","yes",NA,"yes","yes"
